"","plot","date","variable","value","mean","sd","z"
"47",25,2011-02-01,"def",12.6824283599854,89.3015119196475,74.6801509283948,-1.02596315898084
"48",26,2011-02-01,"def",7.3566632270813,89.3015119196475,74.6801509283948,-1.09727749172785
"49",27,2011-02-01,"def",4.76837158203125e-07,89.3015119196475,74.6801509283948,-1.19578643498504
"50",28,2011-02-01,"def",25.3251609802246,89.3015119196475,74.6801509283948,-0.85667141997028
"51",1,2011-03-01,"def",9.98383522033691,89.3015119196475,74.6801509283948,-1.06209850560375
"52",2,2011-03-01,"def",9.70868873596191,89.3015119196475,74.6801509283948,-1.06578283779851
"53",3,2011-03-01,"def",27.0891304016113,89.3015119196475,74.6801509283948,-0.83305109516566
"54",4,2011-03-01,"def",38.6605072021484,89.3015119196475,74.6801509283948,-0.678105280826961
"55",5,2011-03-01,"def",40.6956748962402,89.3015119196475,74.6801509283948,-0.650853492114815
"56",6,2011-03-01,"def",10.0641441345215,89.3015119196475,74.6801509283948,-1.06102313399314
"57",7,2011-03-01,"def",4.72636127471924,89.3015119196475,74.6801509283948,-1.1324983893782
"58",8,2011-03-01,"def",11.0835800170898,89.3015119196475,74.6801509283948,-1.04737244006851
"59",10,2011-03-01,"def",23.7153930664062,89.3015119196475,74.6801509283948,-0.87822691890549
"60",11,2011-03-01,"def",8.83009719848633,89.3015119196475,74.6801509283948,-1.07754756412208
"61",12,2011-03-01,"def",28.3298187255859,89.3015119196475,74.6801509283948,-0.81643773393713
"62",13,2011-03-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701
"63",14,2011-03-01,"def",25.1606693267822,89.3015119196475,74.6801509283948,-0.858874035409557
"64",16,2011-03-01,"def",9.98383522033691,89.3015119196475,74.6801509283948,-1.06209850560375
"65",18,2011-03-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701
"66",19,2011-03-01,"def",16.1165390014648,89.3015119196475,74.6801509283948,-0.979978910170577
"67",20,2011-03-01,"def",16.1165390014648,89.3015119196475,74.6801509283948,-0.979978910170577
"68",21,2011-03-01,"def",18.3719177246094,89.3015119196475,74.6801509283948,-0.949778399123043
"69",22,2011-03-01,"def",9.12590789794922,89.3015119196475,74.6801509283948,-1.07358652901723
"70",23,2011-03-01,"def",6.81220722198486,89.3015119196475,74.6801509283948,-1.10456799661205
"71",24,2011-03-01,"def",31.8823585510254,89.3015119196475,74.6801509283948,-0.768867666371978
"72",25,2011-03-01,"def",9.98383522033691,89.3015119196475,74.6801509283948,-1.06209850560375
"73",26,2011-03-01,"def",4.03028345108032,89.3015119196475,74.6801509283948,-1.14181917696346
"74",27,2011-03-01,"def",7.29463672637939,89.3015119196475,74.6801509283948,-1.0981080537973
"75",28,2011-03-01,"def",33.5049476623535,89.3015119196475,74.6801509283948,-0.747140485974554
"76",1,2011-04-01,"def",32.19873046875,89.3015119196475,74.6801509283948,-0.764631307529748
"77",2,2011-04-01,"def",34.5889549255371,89.3015119196475,74.6801509283948,-0.732625152921425
"78",3,2011-04-01,"def",41.8766746520996,89.3015119196475,74.6801509283948,-0.635039387012219
"79",4,2011-04-01,"def",48.804084777832,89.3015119196475,74.6801509283948,-0.542278324807422
"80",5,2011-04-01,"def",50.5221290588379,89.3015119196475,74.6801509283948,-0.519272957790246
"81",6,2011-04-01,"def",32.8646087646484,89.3015119196475,74.6801509283948,-0.755714904876292
"82",7,2011-04-01,"def",18.6618804931641,89.3015119196475,74.6801509283948,-0.945895670379863
"83",8,2011-04-01,"def",37.7133331298828,89.3015119196475,74.6801509283948,-0.690788357394037
"84",10,2011-04-01,"def",59.3337364196777,89.3015119196475,74.6801509283948,-0.401281667583982
"85",11,2011-04-01,"def",44.5866851806641,89.3015119196475,74.6801509283948,-0.598751156540338
"86",12,2011-04-01,"def",54.6277084350586,89.3015119196475,74.6801509283948,-0.46429744789663
"87",13,2011-04-01,"def",19.4243698120117,89.3015119196475,74.6801509283948,-0.935685603724016
"88",14,2011-04-01,"def",48.6625862121582,89.3015119196475,74.6801509283948,-0.544173052709211
"89",16,2011-04-01,"def",32.19873046875,89.3015119196475,74.6801509283948,-0.764631307529748
"90",18,2011-04-01,"def",19.4243698120117,89.3015119196475,74.6801509283948,-0.935685603724016
"91",19,2011-04-01,"def",42.6065330505371,89.3015119196475,74.6801509283948,-0.625266262703227
"92",20,2011-04-01,"def",42.6065330505371,89.3015119196475,74.6801509283948,-0.625266262703227
"93",21,2011-04-01,"def",44.4566688537598,89.3015119196475,74.6801509283948,-0.600492132225148
"94",22,2011-04-01,"def",34.042407989502,89.3015119196475,74.6801509283948,-0.739943656288661
"95",23,2011-04-01,"def",29.2048435211182,89.3015119196475,74.6801509283948,-0.804720767853716
"96",24,2011-04-01,"def",54.1368293762207,89.3015119196475,74.6801509283948,-0.470870533954109
"97",25,2011-04-01,"def",32.19873046875,89.3015119196475,74.6801509283948,-0.764631307529748
"98",26,2011-04-01,"def",20.6426486968994,89.3015119196475,74.6801509283948,-0.919372314720947
"99",27,2011-04-01,"def",49.6024398803711,89.3015119196475,74.6801509283948,-0.531587999565518
"100",28,2011-04-01,"def",54.5594711303711,89.3015119196475,74.6801509283948,-0.465211175357531
"101",1,2011-05-01,"def",75.7128982543945,89.3015119196475,74.6801509283948,-0.181957501375192
"102",2,2011-05-01,"def",81.9006195068359,89.3015119196475,74.6801509283948,-0.0991011978525281
"103",3,2011-05-01,"def",93.1747436523438,89.3015119196475,74.6801509283948,0.0518642729633748
"104",4,2011-05-01,"def",104.30744934082,89.3015119196475,74.6801509283948,0.200936088567375
"105",5,2011-05-01,"def",106.603057861328,89.3015119196475,74.6801509283948,0.231675294259512
"106",6,2011-05-01,"def",79.7418212890625,89.3015119196475,74.6801509283948,-0.128008453541437
"107",7,2011-05-01,"def",51.8047561645508,89.3015119196475,74.6801509283948,-0.502098017866213
"108",8,2011-05-01,"def",91.2292785644531,89.3015119196475,74.6801509283948,0.0258136415210792
"109",10,2011-05-01,"def",96.7774276733398,89.3015119196475,74.6801509283948,0.100105793316627
"110",11,2011-05-01,"def",79.0612411499023,89.3015119196475,74.6801509283948,-0.137121720329191
"111",12,2011-05-01,"def",103.05485534668,89.3015119196475,74.6801509283948,0.184163305189612
"112",13,2011-05-01,"def",75.1744766235352,89.3015119196475,74.6801509283948,-0.189167203339715
"113",14,2011-05-01,"def",93.3655395507812,89.3015119196475,74.6801509283948,0.0544191137887561
"114",16,2011-05-01,"def",75.7128982543945,89.3015119196475,74.6801509283948,-0.181957501375192
"115",18,2011-05-01,"def",75.1744766235352,89.3015119196475,74.6801509283948,-0.189167203339715
"116",19,2011-05-01,"def",88.677360534668,89.3015119196475,74.6801509283948,-0.0083576610012202
"117",20,2011-05-01,"def",88.677360534668,89.3015119196475,74.6801509283948,-0.0083576610012202
"118",21,2011-05-01,"def",85.0554809570312,89.3015119196475,74.6801509283948,-0.0568562182833214
"119",22,2011-05-01,"def",74.852897644043,89.3015119196475,74.6801509283948,-0.193473287024529
"120",23,2011-05-01,"def",77.8917770385742,89.3015119196475,74.6801509283948,-0.152781358088218
"121",24,2011-05-01,"def",97.7638626098633,89.3015119196475,74.6801509283948,0.113314590088734
"122",25,2011-05-01,"def",75.7128982543945,89.3015119196475,74.6801509283948,-0.181957501375192
"123",26,2011-05-01,"def",67.0660552978516,89.3015119196475,74.6801509283948,-0.29774252388852
"124",27,2011-05-01,"def",88.0068740844727,89.3015119196475,74.6801509283948,-0.0173357688633507
"125",28,2011-05-01,"def",101.161918640137,89.3015119196475,74.6801509283948,0.15881605182964
"126",1,2011-06-01,"def",149.645111083984,89.3015119196475,74.6801509283948,0.808027279192243
"127",2,2011-06-01,"def",158.360137939453,89.3015119196475,74.6801509283948,0.924725314039882
"128",3,2011-06-01,"def",170.274368286133,89.3015119196475,74.6801509283948,1.08426208784881
"129",4,2011-06-01,"def",172.184036254883,89.3015119196475,74.6801509283948,1.10983338015352
"130",5,2011-06-01,"def",174.351715087891,89.3015119196475,74.6801509283948,1.13885955117835
"131",6,2011-06-01,"def",138.602737426758,89.3015119196475,74.6801509283948,0.660165049135768
"132",7,2011-06-01,"def",132.496017456055,89.3015119196475,74.6801509283948,0.578393388329158
"133",8,2011-06-01,"def",163.570343017578,89.3015119196475,74.6801509283948,0.994492246931068
"134",10,2011-06-01,"def",155.315582275391,89.3015119196475,74.6801509283948,0.883957377363084
"135",11,2011-06-01,"def",140.278701782227,89.3015119196475,74.6801509283948,0.682606947480024
"136",12,2011-06-01,"def",177.161636352539,89.3015119196475,74.6801509283948,1.17648563025983
"137",13,2011-06-01,"def",132.480438232422,89.3015119196475,74.6801509283948,0.578184775686587
"138",14,2011-06-01,"def",158.404052734375,89.3015119196475,74.6801509283948,0.925313352419236
"139",16,2011-06-01,"def",149.645111083984,89.3015119196475,74.6801509283948,0.808027279192243
"140",18,2011-06-01,"def",132.480438232422,89.3015119196475,74.6801509283948,0.578184775686587
"141",19,2011-06-01,"def",147.894332885742,89.3015119196475,74.6801509283948,0.784583590655501
"142",20,2011-06-01,"def",147.894332885742,89.3015119196475,74.6801509283948,0.784583590655501
"143",21,2011-06-01,"def",144.700210571289,89.3015119196475,74.6801509283948,0.741812890881263
"144",22,2011-06-01,"def",148.173675537109,89.3015119196475,74.6801509283948,0.788324111368093
"145",23,2011-06-01,"def",156.679702758789,89.3015119196475,74.6801509283948,0.902223549383898
"146",24,2011-06-01,"def",162.750183105469,89.3015119196475,74.6801509283948,0.983509945718317
"147",25,2011-06-01,"def",149.645111083984,89.3015119196475,74.6801509283948,0.808027279192243
"148",26,2011-06-01,"def",145.104370117188,89.3015119196475,74.6801509283948,0.747224764597024
"149",27,2011-06-01,"def",149.926513671875,89.3015119196475,74.6801509283948,0.811795383359044
"150",28,2011-06-01,"def",178.056228637695,89.3015119196475,74.6801509283948,1.18846461361799
"151",1,2011-07-01,"def",204.830947875977,89.3015119196475,74.6801509283948,1.54698985634217
"152",2,2011-07-01,"def",218.063125610352,89.3015119196475,74.6801509283948,1.72417452415387
"153",3,2011-07-01,"def",221.135391235352,89.3015119196475,74.6801509283948,1.76531350937024
"154",4,2011-07-01,"def",217.311065673828,89.3015119196475,74.6801509283948,1.71410411150507
"155",5,2011-07-01,"def",222.115921020508,89.3015119196475,74.6801509283948,1.77844323357362
"156",6,2011-07-01,"def",211.487411499023,89.3015119196475,74.6801509283948,1.63612282595051
"157",7,2011-07-01,"def",199.790145874023,89.3015119196475,74.6801509283948,1.47949130499636
"158",8,2011-07-01,"def",217.094879150391,89.3015119196475,74.6801509283948,1.71120927906633
"159",10,2011-07-01,"def",203.608367919922,89.3015119196475,74.6801509283948,1.53061897410832
"160",11,2011-07-01,"def",198.076263427734,89.3015119196475,74.6801509283948,1.45654166677278
"161",12,2011-07-01,"def",222.922134399414,89.3015119196475,74.6801509283948,1.78923878458528
"162",13,2011-07-01,"def",206.793487548828,89.3015119196475,74.6801509283948,1.57326912397157
"163",14,2011-07-01,"def",216.218856811523,89.3015119196475,74.6801509283948,1.69947895543981
"164",16,2011-07-01,"def",204.830947875977,89.3015119196475,74.6801509283948,1.54698985634217
"165",18,2011-07-01,"def",206.793487548828,89.3015119196475,74.6801509283948,1.57326912397157
"166",19,2011-07-01,"def",212.244491577148,89.3015119196475,74.6801509283948,1.64626046049882
"167",20,2011-07-01,"def",212.244491577148,89.3015119196475,74.6801509283948,1.64626046049882
"168",21,2011-07-01,"def",212.900299072266,89.3015119196475,74.6801509283948,1.65504201070948
"169",22,2011-07-01,"def",206.066116333008,89.3015119196475,74.6801509283948,1.56352930412952
"170",23,2011-07-01,"def",213.268585205078,89.3015119196475,74.6801509283948,1.65997352367824
"171",24,2011-07-01,"def",219.13916015625,89.3015119196475,74.6801509283948,1.73858309902311
"172",25,2011-07-01,"def",204.830947875977,89.3015119196475,74.6801509283948,1.54698985634217
"173",26,2011-07-01,"def",201.944198608398,89.3015119196475,74.6801509283948,1.50833501657965
"174",27,2011-07-01,"def",204.242141723633,89.3015119196475,74.6801509283948,1.53910548351989
"175",28,2011-07-01,"def",227.309432983398,89.3015119196475,74.6801509283948,1.84798663832477
"176",1,2011-08-01,"def",185.333236694336,89.3015119196475,74.6801509283948,1.28590694556531
"177",2,2011-08-01,"def",197.845657348633,89.3015119196475,74.6801509283948,1.45345375015458
"178",3,2011-08-01,"def",202.461608886719,89.3015119196475,74.6801509283948,1.51526336731124
"179",4,2011-08-01,"def",205.284225463867,89.3015119196475,74.6801509283948,1.5530594421994
"180",5,2011-08-01,"def",209.089309692383,89.3015119196475,74.6801509283948,1.60401119017007
"181",6,2011-08-01,"def",199.6474609375,89.3015119196475,74.6801509283948,1.47758069106817
"182",7,2011-08-01,"def",188.53564453125,89.3015119196475,74.6801509283948,1.32878859212203
"183",8,2011-08-01,"def",195.565841674805,89.3015119196475,74.6801509283948,1.42292601761137
"184",10,2011-08-01,"def",185.416717529297,89.3015119196475,74.6801509283948,1.28702479058735
"185",11,2011-08-01,"def",181.212127685547,89.3015119196475,74.6801509283948,1.23072348707524
"186",12,2011-08-01,"def",203.404678344727,89.3015119196475,74.6801509283948,1.52789148129178
"187",13,2011-08-01,"def",191.329162597656,89.3015119196475,74.6801509283948,1.36619502517925
"188",14,2011-08-01,"def",201.073593139648,89.3015119196475,74.6801509283948,1.49667722722161
"189",16,2011-08-01,"def",185.333236694336,89.3015119196475,74.6801509283948,1.28590694556531
"190",18,2011-08-01,"def",191.329162597656,89.3015119196475,74.6801509283948,1.36619502517925
"191",19,2011-08-01,"def",195.597381591797,89.3015119196475,74.6801509283948,1.42334835094359
"192",20,2011-08-01,"def",195.597381591797,89.3015119196475,74.6801509283948,1.42334835094359
"193",21,2011-08-01,"def",198.300872802734,89.3015119196475,74.6801509283948,1.45954928489095
"194",22,2011-08-01,"def",187.036117553711,89.3015119196475,74.6801509283948,1.30870926771123
"195",23,2011-08-01,"def",192.784530639648,89.3015119196475,74.6801509283948,1.38568304206057
"196",24,2011-08-01,"def",202.178237915039,89.3015119196475,74.6801509283948,1.51146890562153
"197",25,2011-08-01,"def",185.333236694336,89.3015119196475,74.6801509283948,1.28590694556531
"198",26,2011-08-01,"def",182.835968017578,89.3015119196475,74.6801509283948,1.25246742186707
"199",27,2011-08-01,"def",185.68083190918,89.3015119196475,74.6801509283948,1.29056139806069
"200",28,2011-08-01,"def",206.66845703125,89.3015119196475,74.6801509283948,1.57159491046204
"201",1,2011-09-01,"def",129.421676635742,89.3015119196475,74.6801509283948,0.53722661533669
"202",2,2011-09-01,"def",139.534301757812,89.3015119196475,74.6801509283948,0.672639104416507
"203",3,2011-09-01,"def",142.01887512207,89.3015119196475,74.6801509283948,0.705908632308062
"204",4,2011-09-01,"def",143.200302124023,89.3015119196475,74.6801509283948,0.721728458423383
"205",5,2011-09-01,"def",144.450622558594,89.3015119196475,74.6801509283948,0.738470797840575
"206",6,2011-09-01,"def",146.504531860352,89.3015119196475,74.6801509283948,0.76597354490555
"207",7,2011-09-01,"def",129.522476196289,89.3015119196475,74.6801509283948,0.538576365695973
"208",8,2011-09-01,"def",135.961715698242,89.3015119196475,74.6801509283948,0.624800608977527
"209",10,2011-09-01,"def",127.121658325195,89.3015119196475,74.6801509283948,0.506428360620357
"210",11,2011-09-01,"def",124.708084106445,89.3015119196475,74.6801509283948,0.474109542450531
"211",12,2011-09-01,"def",143.252670288086,89.3015119196475,74.6801509283948,0.722429691125935
"212",13,2011-09-01,"def",136.170959472656,89.3015119196475,74.6801509283948,0.627602474959489
"213",14,2011-09-01,"def",147.239761352539,89.3015119196475,74.6801509283948,0.775818590517368
"214",16,2011-09-01,"def",129.421676635742,89.3015119196475,74.6801509283948,0.53722661533669
"215",18,2011-09-01,"def",136.170959472656,89.3015119196475,74.6801509283948,0.627602474959489
"216",19,2011-09-01,"def",142.917861938477,89.3015119196475,74.6801509283948,0.717946460368536
"217",20,2011-09-01,"def",142.917861938477,89.3015119196475,74.6801509283948,0.717946460368536
"218",21,2011-09-01,"def",146.252349853516,89.3015119196475,74.6801509283948,0.762596717144748
"219",22,2011-09-01,"def",130.718795776367,89.3015119196475,74.6801509283948,0.554595609969129
"220",23,2011-09-01,"def",134.44189453125,89.3015119196475,74.6801509283948,0.604449536462296
"221",24,2011-09-01,"def",149.418518066406,89.3015119196475,74.6801509283948,0.804993099229278
"222",25,2011-09-01,"def",129.421676635742,89.3015119196475,74.6801509283948,0.53722661533669
"223",26,2011-09-01,"def",127.139350891113,89.3015119196475,74.6801509283948,0.506665271843728
"224",27,2011-09-01,"def",128.518417358398,89.3015119196475,74.6801509283948,0.525131577148969
"225",28,2011-09-01,"def",145.815124511719,89.3015119196475,74.6801509283948,0.756742077908465
"226",1,2011-10-01,"def",44.394645690918,89.3015119196475,74.6801509283948,-0.601322649599186
"227",2,2011-10-01,"def",44.1590805053711,89.3015119196475,74.6801509283948,-0.604476970829371
"228",3,2011-10-01,"def",63.6872863769531,89.3015119196475,74.6801509283948,-0.342985722769279
"229",4,2011-10-01,"def",76.7562713623047,89.3015119196475,74.6801509283948,-0.167986277496566
"230",5,2011-10-01,"def",77.7044372558594,89.3015119196475,74.6801509283948,-0.155289920007093
"231",6,2011-10-01,"def",56.5871124267578,89.3015119196475,74.6801509283948,-0.438060168414188
"232",7,2011-10-01,"def",42.382625579834,89.3015119196475,74.6801509283948,-0.628264482014779
"233",8,2011-10-01,"def",53.1934928894043,89.3015119196475,74.6801509283948,-0.483502223567604
"234",10,2011-10-01,"def",40.284309387207,89.3015119196475,74.6801509283948,-0.656361856839836
"235",11,2011-10-01,"def",33.3279609680176,89.3015119196475,74.6801509283948,-0.749510415495795
"236",12,2011-10-01,"def",67.6013259887695,89.3015119196475,74.6801509283948,-0.290575014392842
"237",13,2011-10-01,"def",46.9595832824707,89.3015119196475,74.6801509283948,-0.566977009430193
"238",14,2011-10-01,"def",65.0337677001953,89.3015119196475,74.6801509283948,-0.324955746845245
"239",16,2011-10-01,"def",44.394645690918,89.3015119196475,74.6801509283948,-0.601322649599186
"240",18,2011-10-01,"def",46.9595832824707,89.3015119196475,74.6801509283948,-0.566977009430193
"241",19,2011-10-01,"def",59.1585159301758,89.3015119196475,74.6801509283948,-0.403627946847262
"242",20,2011-10-01,"def",59.1585159301758,89.3015119196475,74.6801509283948,-0.403627946847262
"243",21,2011-10-01,"def",62.7712020874023,89.3015119196475,74.6801509283948,-0.355252493499685
"244",22,2011-10-01,"def",46.7367820739746,89.3015119196475,74.6801509283948,-0.569960415405225
"245",23,2011-10-01,"def",40.8507843017578,89.3015119196475,74.6801509283948,-0.648776509093365
"246",24,2011-10-01,"def",67.1375045776367,89.3015119196475,74.6801509283948,-0.296785786671242
"247",25,2011-10-01,"def",44.394645690918,89.3015119196475,74.6801509283948,-0.601322649599186
"248",26,2011-10-01,"def",41.8767013549805,89.3015119196475,74.6801509283948,-0.635039029448924
"249",27,2011-10-01,"def",43.5486373901367,89.3015119196475,74.6801509283948,-0.612651072081787
"250",28,2011-10-01,"def",68.4833831787109,89.3015119196475,74.6801509283948,-0.278763881461587
"251",1,2011-11-01,"def",19.2247276306152,89.3015119196475,74.6801509283948,-0.938358900161082
"252",2,2011-11-01,"def",22.5249996185303,89.3015119196475,74.6801509283948,-0.894166809667326
"253",3,2011-11-01,"def",27.9033966064453,89.3015119196475,74.6801509283948,-0.822147713280228
"254",4,2011-11-01,"def",32.1328392028809,89.3015119196475,74.6801509283948,-0.765513620501133
"255",5,2011-11-01,"def",32.5956230163574,89.3015119196475,74.6801509283948,-0.759316742110779
"256",6,2011-11-01,"def",27.1835651397705,89.3015119196475,74.6801509283948,-0.831786572571836
"257",7,2011-11-01,"def",19.2182807922363,89.3015119196475,74.6801509283948,-0.938445226156662
"258",8,2011-11-01,"def",24.3659973144531,89.3015119196475,74.6801509283948,-0.869515042456945
"259",10,2011-11-01,"def",20.1944313049316,89.3015119196475,74.6801509283948,-0.925374142333716
"260",11,2011-11-01,"def",15.1652221679688,89.3015119196475,74.6801509283948,-0.992717460128896
"261",12,2011-11-01,"def",29.905216217041,89.3015119196475,74.6801509283948,-0.79534247004344
"262",13,2011-11-01,"def",21.3759765625,89.3015119196475,74.6801509283948,-0.909552732723801
"263",14,2011-11-01,"def",26.6356887817383,89.3015119196475,74.6801509283948,-0.839122877483131
"264",16,2011-11-01,"def",19.2247276306152,89.3015119196475,74.6801509283948,-0.938358900161082
"265",18,2011-11-01,"def",21.3759765625,89.3015119196475,74.6801509283948,-0.909552732723801
"266",19,2011-11-01,"def",27.4673385620117,89.3015119196475,74.6801509283948,-0.827986721892459
"267",20,2011-11-01,"def",27.4673385620117,89.3015119196475,74.6801509283948,-0.827986721892459
"268",21,2011-11-01,"def",27.1610488891602,89.3015119196475,74.6801509283948,-0.832088075050479
"269",22,2011-11-01,"def",20.2340316772461,89.3015119196475,74.6801509283948,-0.924843875966787
"270",23,2011-11-01,"def",22.9760665893555,89.3015119196475,74.6801509283948,-0.888126824942902
"271",24,2011-11-01,"def",28.2866725921631,89.3015119196475,74.6801509283948,-0.817015479601627
"272",25,2011-11-01,"def",19.2247276306152,89.3015119196475,74.6801509283948,-0.938358900161082
"273",26,2011-11-01,"def",16.2498302459717,89.3015119196475,74.6801509283948,-0.978194081901622
"274",27,2011-11-01,"def",16.7329273223877,89.3015119196475,74.6801509283948,-0.971725200004487
"275",28,2011-11-01,"def",31.9080848693848,89.3015119196475,74.6801509283948,-0.768523179677193
"276",1,2011-12-01,"def",17.7019214630127,89.3015119196475,74.6801509283948,-0.958749943144681
"277",2,2011-12-01,"def",21.0585784912109,89.3015119196475,74.6801509283948,-0.913802832212665
"278",3,2011-12-01,"def",21.0615882873535,89.3015119196475,74.6801509283948,-0.913762529721238
"279",4,2011-12-01,"def",25.2165145874023,89.3015119196475,74.6801509283948,-0.85812624285791
"280",5,2011-12-01,"def",25.1334018707275,89.3015119196475,74.6801509283948,-0.859239158614528
"281",6,2011-12-01,"def",24.624942779541,89.3015119196475,74.6801509283948,-0.866047649021491
"282",7,2011-12-01,"def",20.0721893310547,89.3015119196475,74.6801509283948,-0.927011016019123
"283",8,2011-12-01,"def",21.2180099487305,89.3015119196475,74.6801509283948,-0.911667975017848
"284",10,2011-12-01,"def",15.3116216659546,89.3015119196475,74.6801509283948,-0.990757106592302
"285",11,2011-12-01,"def",13.3475952148438,89.3015119196475,74.6801509283948,-1.01705628283518
"286",12,2011-12-01,"def",25.4547863006592,89.3015119196475,74.6801509283948,-0.854935680033722
"287",13,2011-12-01,"def",19.6085929870605,89.3015119196475,74.6801509283948,-0.933218774549749
"288",14,2011-12-01,"def",20.7211475372314,89.3015119196475,74.6801509283948,-0.91832118079371
"289",16,2011-12-01,"def",17.7019214630127,89.3015119196475,74.6801509283948,-0.958749943144681
"290",18,2011-12-01,"def",19.6085929870605,89.3015119196475,74.6801509283948,-0.933218774549749
"291",19,2011-12-01,"def",23.0102005004883,89.3015119196475,74.6801509283948,-0.887669756890568
"292",20,2011-12-01,"def",23.0102005004883,89.3015119196475,74.6801509283948,-0.887669756890568
"293",21,2011-12-01,"def",23.9994850158691,89.3015119196475,74.6801509283948,-0.874422803006806
"294",22,2011-12-01,"def",18.7181396484375,89.3015119196475,74.6801509283948,-0.945142335597139
"295",23,2011-12-01,"def",20.0136299133301,89.3015119196475,74.6801509283948,-0.927795152325714
