variable,mean_Intact Sagebrush,groups_Intact Sagebrush,mean_Invaded Sagebrush,groups_Invaded Sagebrush,mean_Cheatgrass-dominated,groups_Cheatgrass-dominated,mean_Cheatgrass Dieoff,groups_Cheatgrass Dieoff
Litter_TN_pct,0.12350519304064138,,0.12110691096085094,,0.10853083126820438,,0.07052252415450226,
Litter_TC_pct,3.1679531102762355,,2.2573972355777974,,2.507208848352756,,2.5824595097840235,
Litter_CN,6.7729542043231525,,4.693841962314177,,6.4333715472987905,,6.882021425328092,
SOIL_SurSo4_kg_ha,0.7517756658220495,,2.2231079582862505,,1.7121497853971634,,1.4784411562158544,
SOIL_Ca_kg_ha,443.49389131153987,,1595.6225110794473,,470.45129783724525,,275.7631570764986,
SOIL_Mg_kg_ha,69.8386590079146,,88.91444364326429,,56.86917509167118,,59.99596743865563,
SOIL_CN,0.9826410108041636,ab,1.8189899905898725,a,0.6879035649674294,b,0.8039166908217856,ab
soil_n_kg_ha,109.13071019172816,,78.21432420502116,,91.35210091097623,,75.65502737924795,
soil_c_kg_ha,1425.387600117831,a,1065.0075936227217,ab,957.9493382108203,ab,667.3687238520646,b
